Algorithm,Hari,Jam,Prodi,Kode_MK,Nama_MK,Jenis,Ruang,Dosen,Fitness,Heavy_Total,Light_Total,Feasible
COA,Wed,13,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,practicum,LAB-25,75,3.995844321905218e-06,250,259,False
COA,Mon,12,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,lecture,F4.12,79,3.995844321905218e-06,250,259,False
COA,Tue,9,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,lecture,F4.5,79,3.995844321905218e-06,250,259,False
COA,Thu,9,Pendidikan Teknologi Informasi,CIE61206,Jaringan Komputer,practicum,LAB-103,79,3.995844321905218e-06,250,259,False
COA,Fri,9,Pendidikan Teknologi Informasi,CSD60713,Jaringan Terapan,lecture,F3.10,17,3.995844321905218e-06,250,259,False
COA,Wed,14,Pendidikan Teknologi Informasi,CSD60713,Jaringan Terapan,lecture,F3.9,17,3.995844321905218e-06,250,259,False
COA,Fri,14,Pendidikan Teknologi Informasi,CSD60713,Jaringan Terapan,lecture,F3.15,17,3.995844321905218e-06,250,259,False
COA,Wed,17,Pendidikan Teknologi Informasi,CSD60713,Jaringan Terapan,lecture,F4.13,90,3.995844321905218e-06,250,259,False
COA,Fri,7,Pendidikan Teknologi Informasi,CSD60713,Jaringan Terapan,lecture,F3.3,90,3.995844321905218e-06,250,259,False
COA,Tue,10,Pendidikan Teknologi Informasi,CSD60713,Jaringan Terapan,lecture,F3.6,90,3.995844321905218e-06,250,259,False
COA,Fri,15,Pendidikan Teknologi Informasi,CIE61301,Kalkulus dan Aljabar Linear,lecture,F4.4,103,3.995844321905218e-06,250,259,False
COA,Thu,12,Pendidikan Teknologi Informasi,CIE61301,Kalkulus dan Aljabar Linear,lecture,F4.14,103,3.995844321905218e-06,250,259,False
COA,Mon,14,Pendidikan Teknologi Informasi,CIE61301,Kalkulus dan Aljabar Linear,lecture,F3.5b,103,3.995844321905218e-06,250,259,False
COA,Tue,16,Pendidikan Teknologi Informasi,CIE61301,Kalkulus dan Aljabar Linear,lecture,F4.4,100,3.995844321905218e-06,250,259,False
COA,Thu,12,Pendidikan Teknologi Informasi,CIE61301,Kalkulus dan Aljabar Linear,lecture,F11.3,100,3.995844321905218e-06,250,259,False
COA,Mon,14,Pendidikan Teknologi Informasi,CIE61301,Kalkulus dan Aljabar Linear,lecture,F3.11,100,3.995844321905218e-06,250,259,False
COA,Wed,7,Pendidikan Teknologi Informasi,CIE61301,Kalkulus dan Aljabar Linear,lecture,F11.1,75,3.995844321905218e-06,250,259,False
COA,Thu,16,Pendidikan Teknologi Informasi,CIE61301,Kalkulus dan Aljabar Linear,lecture,F3.1,75,3.995844321905218e-06,250,259,False
COA,Fri,9,Pendidikan Teknologi Informasi,CIE61301,Kalkulus dan Aljabar Linear,lecture,F4.7,75,3.995844321905218e-06,250,259,False
COA,Thu,9,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F3.6,14,3.995844321905218e-06,250,259,False
COA,Mon,7,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F3.2,14,3.995844321905218e-06,250,259,False
COA,Tue,10,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F3.16,17,3.995844321905218e-06,250,259,False
COA,Mon,9,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F3.1,17,3.995844321905218e-06,250,259,False
COA,Wed,13,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F2.8,94,3.995844321905218e-06,250,259,False
COA,Tue,13,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F11.4,94,3.995844321905218e-06,250,259,False
COA,Wed,13,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F3.6,41,3.995844321905218e-06,250,259,False
COA,Tue,16,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F4.2,41,3.995844321905218e-06,250,259,False
COA,Thu,16,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F2.1,63,3.995844321905218e-06,250,259,False
COA,Mon,8,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F4.14,63,3.995844321905218e-06,250,259,False
COA,Thu,10,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F4.3,65,3.995844321905218e-06,250,259,False
COA,Thu,12,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F3.15,65,3.995844321905218e-06,250,259,False
COA,Wed,9,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F4.13,75,3.995844321905218e-06,250,259,False
COA,Mon,14,Pendidikan Teknologi Informasi,CSD60709,Keamanan Siber,lecture,F3.13,75,3.995844321905218e-06,250,259,False
COA,Mon,7,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F4.2,92,3.995844321905218e-06,250,259,False
COA,Thu,12,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F4.3,92,3.995844321905218e-06,250,259,False
COA,Thu,13,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.11,92,3.995844321905218e-06,250,259,False
COA,Fri,9,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F11.4,94,3.995844321905218e-06,250,259,False
COA,Wed,8,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F4.10,94,3.995844321905218e-06,250,259,False
COA,Tue,17,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F4.14,94,3.995844321905218e-06,250,259,False
COA,Thu,13,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.14,30,3.995844321905218e-06,250,259,False
COA,Thu,17,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F4.5,30,3.995844321905218e-06,250,259,False
COA,Wed,16,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.1,30,3.995844321905218e-06,250,259,False
COA,Tue,14,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F2.5,107,3.995844321905218e-06,250,259,False
COA,Thu,13,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.4,107,3.995844321905218e-06,250,259,False
COA,Wed,14,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.14,107,3.995844321905218e-06,250,259,False
COA,Thu,13,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F2.9,16,3.995844321905218e-06,250,259,False
COA,Wed,16,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.5b,16,3.995844321905218e-06,250,259,False
COA,Mon,13,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.3,16,3.995844321905218e-06,250,259,False
COA,Mon,7,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.12,20,3.995844321905218e-06,250,259,False
COA,Mon,9,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.4,20,3.995844321905218e-06,250,259,False
COA,Fri,15,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.5b,20,3.995844321905218e-06,250,259,False
COA,Fri,17,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.6,29,3.995844321905218e-06,250,259,False
COA,Mon,14,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F4.4,29,3.995844321905218e-06,250,259,False
COA,Thu,16,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.4,29,3.995844321905218e-06,250,259,False
COA,Fri,8,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.12,52,3.995844321905218e-06,250,259,False
COA,Mon,8,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.4,52,3.995844321905218e-06,250,259,False
COA,Wed,12,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.17,52,3.995844321905218e-06,250,259,False
COA,Mon,14,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F4.2,97,3.995844321905218e-06,250,259,False
COA,Tue,14,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F4.3,97,3.995844321905218e-06,250,259,False
COA,Tue,9,Pendidikan Teknologi Informasi,CIE62303,Kecerdasan Artifisial,lecture,F3.8,97,3.995844321905218e-06,250,259,False
COA,Thu,12,Pendidikan Teknologi Informasi,UBU60003,Kewirausahaan,lecture,F3.17,62,3.995844321905218e-06,250,259,False
COA,Fri,8,Pendidikan Teknologi Informasi,UBU60003,Kewirausahaan,lecture,F3.10,62,3.995844321905218e-06,250,259,False
COA,Thu,14,Pendidikan Teknologi Informasi,CIE61103,Komunikasi dan Teknologi Pendidikan,lecture,F2.1,103,3.995844321905218e-06,250,259,False
COA,Thu,9,Pendidikan Teknologi Informasi,CIE61103,Komunikasi dan Teknologi Pendidikan,lecture,F4.10,103,3.995844321905218e-06,250,259,False
COA,Fri,15,Pendidikan Teknologi Informasi,CIE61103,Komunikasi dan Teknologi Pendidikan,lecture,F11.3,103,3.995844321905218e-06,250,259,False
COA,Fri,8,Pendidikan Teknologi Informasi,CIE61103,Komunikasi dan Teknologi Pendidikan,lecture,F2.6,39,3.995844321905218e-06,250,259,False
COA,Mon,13,Pendidikan Teknologi Informasi,CIE61103,Komunikasi dan Teknologi Pendidikan,lecture,F3.11,39,3.995844321905218e-06,250,259,False
