Kode MK,Nama MK,Prodi MK,Prioritas,Berminat,Nama Dosen,Kode MK_y,SKS,Praktikum,Kewajiban
CIE61111,Pengenalan Lapangan Persekolahan 1,Pendidikan Teknologi Informasi,1,Pengampu,39,CIE61111,1,0,1
CIE61111,Pengenalan Lapangan Persekolahan 1,Pendidikan Teknologi Informasi,1,Pengampu,39,CIE61111,1,0,1
CIE61111,Pengenalan Lapangan Persekolahan 1,Pendidikan Teknologi Informasi,2,Pengampu,59,CIE61111,1,0,1
CIE61112,Pengenalan Lapangan Persekolahan 2,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",103,CIE61112,3,0,1
CIE61112,Pengenalan Lapangan Persekolahan 2,Pendidikan Teknologi Informasi,1,Pengampu,39,CIE61112,3,0,1
CIE61112,Pengenalan Lapangan Persekolahan 2,Pendidikan Teknologi Informasi,1,Pengampu,39,CIE61112,3,0,1
CIE61112,Pengenalan Lapangan Persekolahan 2,Pendidikan Teknologi Informasi,2,Pengampu,59,CIE61112,3,0,1
CIE61108,Penilaian Hasil Belajar,Pendidikan Teknologi Informasi,1,Pengampu,100,CIE61108,3,0,1
CIE62201,Perancangan Antarmuka Pengguna,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",22,CIE62201,3,1,1
CIE62201,Perancangan Antarmuka Pengguna,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",45,CIE62201,3,1,1
CIE62201,Perancangan Antarmuka Pengguna,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CIE62201,3,1,1
CIE62201,Perancangan Antarmuka Pengguna,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",4,CIE62201,3,1,1
CIE62201,Perancangan Antarmuka Pengguna,Pendidikan Teknologi Informasi,1,Pengampu,16,CIE62201,3,1,1
CIE62201,Perancangan Antarmuka Pengguna,Pendidikan Teknologi Informasi,1,Pengampu,60,CIE62201,3,1,1
CIE62201,Perancangan Antarmuka Pengguna,Pendidikan Teknologi Informasi,1,Pengampu,62,CIE62201,3,1,1
CIE62201,Perancangan Antarmuka Pengguna,Pendidikan Teknologi Informasi,1,Pengampu,62,CIE62201,3,1,1
CIE62201,Perancangan Antarmuka Pengguna,Pendidikan Teknologi Informasi,2,Pengampu,12,CIE62201,3,1,1
CIE62201,Perancangan Antarmuka Pengguna,Pendidikan Teknologi Informasi,2,Pengampu,98,CIE62201,3,1,1
CIE61110,Perancangan Pembelajaran,Pendidikan Teknologi Informasi,1,Pengampu,39,CIE61110,3,0,1
CIE61110,Perancangan Pembelajaran,Pendidikan Teknologi Informasi,1,Pengampu,39,CIE61110,3,0,1
CIE61110,Perancangan Pembelajaran,Pendidikan Teknologi Informasi,1,Pengampu,100,CIE61110,3,0,1
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",22,CSD60711,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",45,CSD60711,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CSD60711,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",4,CSD60711,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",16,CSD60711,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,Pengampu,62,CSD60711,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,2,Pengampu,12,CSD60711,3,1,0
CIE61101,Perkembangan Peserta Didik,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",39,CIE61101,3,0,1
CIE61101,Perkembangan Peserta Didik,Pendidikan Teknologi Informasi,1,Pengampu,39,CIE61101,3,0,1
CIE61101,Perkembangan Peserta Didik,Pendidikan Teknologi Informasi,2,Pengampu,59,CIE61101,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",92,CSD60712,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",100,CSD60712,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",107,CSD60712,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,Pengampu,11,CSD60712,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,Pengampu,16,CSD60712,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,Pengampu,77,CSD60712,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,Pengampu,83,CSD60712,3,0,1
CIE62307,"Sistem Pembelajaran Berbasis Multimedia, Gim, dan Peranti Bergerak",Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CIE62307,3,0,0
CIE62307,"Sistem Pembelajaran Berbasis Multimedia, Gim, dan Peranti Bergerak",Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",103,CIE62307,3,0,0
CIE62307,"Sistem Pembelajaran Berbasis Multimedia, Gim, dan Peranti Bergerak",Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",16,CIE62307,3,0,0
CIE62307,"Sistem Pembelajaran Berbasis Multimedia, Gim, dan Peranti Bergerak",Pendidikan Teknologi Informasi,2,Pengampu,62,CIE62307,3,0,0
CIE62118,Sistem Pembelajaran Bergamifikasi dan Terpersonalisasi,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,CIE62118,3,0,0
CIE62118,Sistem Pembelajaran Bergamifikasi dan Terpersonalisasi,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",103,CIE62118,3,0,0
CIE62118,Sistem Pembelajaran Bergamifikasi dan Terpersonalisasi,Pendidikan Teknologi Informasi,1,Pengampu,40,CIE62118,3,0,0
CIE62118,Sistem Pembelajaran Bergamifikasi dan Terpersonalisasi,Pendidikan Teknologi Informasi,2,Pengampu,16,CIE62118,3,0,0
CIE62118,Sistem Pembelajaran Bergamifikasi dan Terpersonalisasi,Pendidikan Teknologi Informasi,2,Pengampu,16,CIE62118,3,0,0
CIE62308,Sistem Pembelajaran Jarak Jauh,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",47,CIE62308,3,0,0
CIE62308,Sistem Pembelajaran Jarak Jauh,Pendidikan Teknologi Informasi,1,Pengampu,16,CIE62308,3,0,0
CSD60702,Sistem Pendukung Keputusan,Pendidikan Teknologi Informasi,1,Pengampu,83,CSD60702,3,1,0
CSD60702,Sistem Pendukung Keputusan,Pendidikan Teknologi Informasi,1,Pengampu,108,CSD60702,3,1,0
CIE62116,Teknologi Komputasi Awan,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",17,CIE62116,3,0,0
CIE62116,Teknologi Komputasi Awan,Pendidikan Teknologi Informasi,1,Pengampu,20,CIE62116,3,0,0
CIE62116,Teknologi Komputasi Awan,Pendidikan Teknologi Informasi,1,Pengampu,20,CIE62116,3,0,0
